pair_id_1,pair_id_2,story_1_text,story_2_text,true_label
48,64,"As a Consumer, I want to be notified of changes to a package I care about, so that that I can check out what has changed and take action.","As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.",None
49,51,"As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.","As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.",None
49,52,"As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.","As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.",None
49,58,"As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.","As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.",None
49,61,"As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.","As an Admin, I want to set key configuration parameters for my site deployment, so that that I can change key information like the site title.",None
49,62,"As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.","As an Admin, I want to see key metrics about usage such as users, API usage, downloads, so that that I know how things are going.",None
49,64,"As a Consumer, I want to see how active the site is, so that I can decide if I should get involved.","As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.",None
50,51,"As a Consumer, I want to browse and find publishers, so that that I can find interesting publishers and their packages.","As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.",DUPLICATE
50,52,"As a Consumer, I want to browse and find publishers, so that that I can find interesting publishers and their packages.","As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.",DUPLICATE
50,53,"As a Consumer, I want to browse and find publishers, so that that I can find interesting publishers and their packages.","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.",DEPENDS_ON
50,56,"As a Consumer, I want to browse and find publishers, so that that I can find interesting publishers and their packages.","As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.",None
50,64,"As a Consumer, I want to browse and find publishers, so that that I can find interesting publishers and their packages.","As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.",None
51,52,"As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.","As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.",DUPLICATE
51,54,"As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.","As an Owner, I want to edit my profile, so that that it is updated with new information.",None
51,56,"As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.","As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.",None
51,58,"As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.","As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.",None
51,62,"As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.","As an Admin, I want to see key metrics about usage such as users, API usage, downloads, so that that I know how things are going.",None
51,64,"As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.","As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.",None
52,53,"As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.","As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.",DEPENDS_ON
52,58,"As a Consumer, I want to view a publisher's profile, so that that I can see who is behind a particular package or to see what other packages they produce.","As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.",None
54,55,"As an Owner, I want to edit my profile, so that that it is updated with new information.","As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.",None
54,57,"As an Owner, I want to edit my profile, so that that it is updated with new information.","As an owner, I want to remove someone from membership in my publisher, so that they no longer have ability to publish or modify my data packages.",None
54,58,"As an Owner, I want to edit my profile, so that that it is updated with new information.","As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.",None
54,59,"As an Owner, I want to edit my profile, so that that it is updated with new information.","As an owner, I want to make a user an owner, so that they have full control.",None
54,60,"As an Owner, I want to edit my profile, so that that it is updated with new information.","As an owner, I want to remove a user as an owner, so that they are just a member and no longer have full control.",None
54,61,"As an Owner, I want to edit my profile, so that that it is updated with new information.","As an Admin, I want to set key configuration parameters for my site deployment, so that that I can change key information like the site title.",None
55,56,"As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.","As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.",None
55,57,"As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.","As an owner, I want to remove someone from membership in my publisher, so that they no longer have ability to publish or modify my data packages.",None
55,58,"As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.","As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.",None
55,59,"As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.","As an owner, I want to make a user an owner, so that they have full control.",None
55,60,"As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.","As an owner, I want to remove a user as an owner, so that they are just a member and no longer have full control.",None
56,57,"As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.","As an owner, I want to remove someone from membership in my publisher, so that they no longer have ability to publish or modify my data packages.",None
56,60,"As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.","As an owner, I want to remove a user as an owner, so that they are just a member and no longer have full control.",None
56,65,"As an owner, I want to invite someone using their email to sign up and become a member of my Publisher, so that that they are authorized to publish data packages under my Publisher.","As a Publisher, I want to sign up for a given pricing plan, so that that I am entitled to what it allows.",None
57,58,"As an owner, I want to remove someone from membership in my publisher, so that they no longer have ability to publish or modify my data packages.","As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.",DEPENDS_ON
57,59,"As an owner, I want to remove someone from membership in my publisher, so that they no longer have ability to publish or modify my data packages.","As an owner, I want to make a user an owner, so that they have full control.",None
57,60,"As an owner, I want to remove someone from membership in my publisher, so that they no longer have ability to publish or modify my data packages.","As an owner, I want to remove a user as an owner, so that they are just a member and no longer have full control.",None
58,59,"As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.","As an owner, I want to make a user an owner, so that they have full control.",DEPENDS_ON
58,60,"As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.","As an owner, I want to remove a user as an owner, so that they are just a member and no longer have full control.",DEPENDS_ON
58,61,"As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.","As an Admin, I want to set key configuration parameters for my site deployment, so that that I can change key information like the site title.",None
58,62,"As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.","As an Admin, I want to see key metrics about usage such as users, API usage, downloads, so that that I know how things are going.",None
58,64,"As an owner, I want to view all the people in my organization and what roles they have, so that that I can change these if I want.","As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.",None
59,60,"As an owner, I want to make a user an owner, so that they have full control.","As an owner, I want to remove a user as an owner, so that they are just a member and no longer have full control.",None
59,63,"As an owner, I want to make a user an owner, so that they have full control.","As an Admin, I want to have a pricing plan and billing system, so that that I can charge users and make my platform sustainable.",None
61,62,"As an Admin, I want to set key configuration parameters for my site deployment, so that that I can change key information like the site title.","As an Admin, I want to see key metrics about usage such as users, API usage, downloads, so that that I know how things are going.",None
62,63,"As an Admin, I want to see key metrics about usage such as users, API usage, downloads, so that that I know how things are going.","As an Admin, I want to have a pricing plan and billing system, so that that I can charge users and make my platform sustainable.",None
63,64,"As an Admin, I want to have a pricing plan and billing system, so that that I can charge users and make my platform sustainable.","As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.",DEPENDS_ON
63,65,"As an Admin, I want to have a pricing plan and billing system, so that that I can charge users and make my platform sustainable.","As a Publisher, I want to sign up for a given pricing plan, so that that I am entitled to what it allows.",DEPENDS_ON
64,65,"As a Publisher, I want to know if this site has a pricing plan and what the prices are, so that that I can work out what this will cost me in the future and have a sense that these guys are sustainable.","As a Publisher, I want to sign up for a given pricing plan, so that that I am entitled to what it allows.",DEPENDS_ON
